realtime_start,date,value
2000-04-27 00:00:00,1951-04-01 00:00:00,1803.7
2003-12-10 00:00:00,1951-04-01 00:00:00,1903.1
2009-07-31 00:00:00,1951-04-01 00:00:00,2147.6
2011-07-29 00:00:00,1951-04-01 00:00:00,2145.7
2013-07-31 00:00:00,1951-04-01 00:00:00,2342.3
2014-07-30 00:00:00,1951-04-01 00:00:00,2344.5
2017-10-27 00:00:00,1951-04-01 00:00:00,2344.517
2018-07-27 00:00:00,1951-04-01 00:00:00,2457.517
2021-07-29 00:00:00,1951-04-01 00:00:00,2459.196
2023-09-28 00:00:00,1951-04-01 00:00:00,2638.898
1992-12-22 00:00:00,1951-07-01 00:00:00,1585.4
1997-05-07 00:00:00,1951-07-01 00:00:00,1758.2
2000-04-27 00:00:00,1951-07-01 00:00:00,1839.8
2003-12-10 00:00:00,1951-07-01 00:00:00,1941.1
2009-07-31 00:00:00,1951-07-01 00:00:00,2190.4
2011-07-29 00:00:00,1951-07-01 00:00:00,2188.5
2013-07-31 00:00:00,1951-07-01 00:00:00,2390.5
2014-07-30 00:00:00,1951-07-01 00:00:00,2392.8
2017-10-27 00:00:00,1951-07-01 00:00:00,2392.808
2018-07-27 00:00:00,1951-07-01 00:00:00,2508.166
2021-07-29 00:00:00,1951-07-01 00:00:00,2509.88
2023-09-28 00:00:00,1951-07-01 00:00:00,2693.259
1992-12-22 00:00:00,1951-10-01 00:00:00,1596.0
1997-05-07 00:00:00,1951-10-01 00:00:00,1760.6
2000-04-27 00:00:00,1951-10-01 00:00:00,1843.3
2003-12-10 00:00:00,1951-10-01 00:00:00,1944.4
2009-07-31 00:00:00,1951-10-01 00:00:00,2194.1
2011-07-29 00:00:00,1951-10-01 00:00:00,2192.2
2013-07-31 00:00:00,1951-10-01 00:00:00,2395.8
2014-07-30 00:00:00,1951-10-01 00:00:00,2398.1
2017-10-27 00:00:00,1951-10-01 00:00:00,2398.105
2018-07-27 00:00:00,1951-10-01 00:00:00,2513.69
2021-07-29 00:00:00,1951-10-01 00:00:00,2515.408
2023-09-28 00:00:00,1951-10-01 00:00:00,2699.156
1992-12-22 00:00:00,1952-01-01 00:00:00,1607.7
1997-05-07 00:00:00,1952-01-01 00:00:00,1779.2
2000-04-27 00:00:00,1952-01-01 00:00:00,1864.7
2003-12-10 00:00:00,1952-01-01 00:00:00,1964.7
2009-07-31 00:00:00,1952-01-01 00:00:00,2216.2
2011-07-29 00:00:00,1952-01-01 00:00:00,2214.3
2013-07-31 00:00:00,1952-01-01 00:00:00,2421.1
2014-07-30 00:00:00,1952-01-01 00:00:00,2423.5
2017-10-27 00:00:00,1952-01-01 00:00:00,2423.457
2018-07-27 00:00:00,1952-01-01 00:00:00,2540.55
2021-07-29 00:00:00,1952-01-01 00:00:00,2542.286
2023-09-28 00:00:00,1952-01-01 00:00:00,2727.954
1992-12-22 00:00:00,1952-04-01 00:00:00,1612.1
1997-05-07 00:00:00,1952-04-01 00:00:00,1778.8
2000-04-27 00:00:00,1952-04-01 00:00:00,1866.2
2003-12-10 00:00:00,1952-04-01 00:00:00,1966.0
2009-07-31 00:00:00,1952-04-01 00:00:00,2218.6
2011-07-29 00:00:00,1952-04-01 00:00:00,2216.7
2013-07-31 00:00:00,1952-04-01 00:00:00,2426.2
2014-07-30 00:00:00,1952-04-01 00:00:00,2428.5
2017-10-27 00:00:00,1952-04-01 00:00:00,2428.516
2018-07-27 00:00:00,1952-04-01 00:00:00,2546.022
2021-07-29 00:00:00,1952-04-01 00:00:00,2547.762
2023-09-28 00:00:00,1952-04-01 00:00:00,2733.8
1992-12-22 00:00:00,1952-07-01 00:00:00,1621.9
1997-05-07 00:00:00,1952-07-01 00:00:00,1790.9
2000-04-27 00:00:00,1952-07-01 00:00:00,1878.0
2003-12-10 00:00:00,1952-07-01 00:00:00,1978.8
2009-07-31 00:00:00,1952-07-01 00:00:00,2233.5
2011-07-29 00:00:00,1952-07-01 00:00:00,2231.6
2013-07-31 00:00:00,1952-07-01 00:00:00,2443.7
2014-07-30 00:00:00,1952-07-01 00:00:00,2446.1
2017-10-27 00:00:00,1952-07-01 00:00:00,2446.081
2018-07-27 00:00:00,1952-07-01 00:00:00,2564.401
2021-07-29 00:00:00,1952-07-01 00:00:00,2566.153
2023-09-28 00:00:00,1952-07-01 00:00:00,2753.517
1992-12-22 00:00:00,1952-10-01 00:00:00,1657.8
1997-05-07 00:00:00,1952-10-01 00:00:00,1846.0
2000-04-27 00:00:00,1952-10-01 00:00:00,1940.2
2003-12-10 00:00:00,1952-10-01 00:00:00,2043.8
2009-07-31 00:00:00,1952-10-01 00:00:00,2307.2
2011-07-29 00:00:00,1952-10-01 00:00:00,2305.3
2013-07-31 00:00:00,1952-10-01 00:00:00,2523.9
2014-07-30 00:00:00,1952-10-01 00:00:00,2526.4
2017-10-27 00:00:00,1952-10-01 00:00:00,2526.359
2018-07-27 00:00:00,1952-10-01 00:00:00,2648.621
2021-07-29 00:00:00,1952-10-01 00:00:00,2650.431
2023-09-28 00:00:00,1952-10-01 00:00:00,2843.941
1992-12-22 00:00:00,1953-01-01 00:00:00,1687.3
1997-05-07 00:00:00,1953-01-01 00:00:00,1882.6
2000-04-27 00:00:00,1953-01-01 00:00:00,1976.0
2003-12-10 00:00:00,1953-01-01 00:00:00,2082.3
2009-07-31 00:00:00,1953-01-01 00:00:00,2350.4
2011-07-29 00:00:00,1953-01-01 00:00:00,2348.4
2013-07-31 00:00:00,1953-01-01 00:00:00,2570.9
2014-07-30 00:00:00,1953-01-01 00:00:00,2573.4
2017-10-27 00:00:00,1953-01-01 00:00:00,2573.372
2018-07-27 00:00:00,1953-01-01 00:00:00,2697.855
2021-07-29 00:00:00,1953-01-01 00:00:00,2699.699
2023-09-28 00:00:00,1953-01-01 00:00:00,2896.811
1992-12-22 00:00:00,1953-04-01 00:00:00,1695.3
1997-05-07 00:00:00,1953-04-01 00:00:00,1897.3
2000-04-27 00:00:00,1953-04-01 00:00:00,1992.2
2003-12-10 00:00:00,1953-04-01 00:00:00,2098.1
2009-07-31 00:00:00,1953-04-01 00:00:00,2368.2
2011-07-29 00:00:00,1953-04-01 00:00:00,2366.2
2013-07-31 00:00:00,1953-04-01 00:00:00,2591.0
2014-07-30 00:00:00,1953-04-01 00:00:00,2593.5
2017-10-27 00:00:00,1953-04-01 00:00:00,2593.456
2018-07-27 00:00:00,1953-04-01 00:00:00,2718.709
2021-07-29 00:00:00,1953-04-01 00:00:00,2720.566
2023-09-28 00:00:00,1953-04-01 00:00:00,2919.206
1992-12-22 00:00:00,1953-07-01 00:00:00,1687.9
1997-05-07 00:00:00,1953-07-01 00:00:00,1887.4
2000-04-27 00:00:00,1953-07-01 00:00:00,1979.5
2003-12-10 00:00:00,1953-07-01 00:00:00,2085.4
2009-07-31 00:00:00,1953-07-01 00:00:00,2353.8
2011-07-29 00:00:00,1953-07-01 00:00:00,2351.8
2013-07-31 00:00:00,1953-07-01 00:00:00,2576.4
2014-07-30 00:00:00,1953-07-01 00:00:00,2578.9
2017-10-27 00:00:00,1953-07-01 00:00:00,2578.922
2018-07-27 00:00:00,1953-07-01 00:00:00,2703.411
2021-07-29 00:00:00,1953-07-01 00:00:00,2705.258
2023-09-28 00:00:00,1953-07-01 00:00:00,2902.785
